CVE,In JSON,In Benchmark,JSON CWEs,Benchmark CWEs,Matched CWEs,Only in JSON,Only in Benchmark,Has Match,Exact Match,Precision,Recall,F1 Score
CVE-2021-42555,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-4257,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2021-42576,True,True,CWE-79;CWE-184,CWE-79;CWE-184,,CWE-79;CWE-184,CWE-79;CWE-184,False,False,0.0,0.0,0
CVE-2021-42583,True,True,CWE-327,CWE-327,CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-42585,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-42586,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-42651,True,True,CWE-1336,CWE-1336,CWE-1336,,,True,True,1.0,1.0,1.0
CVE-2021-4267,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2021-42713,True,True,CWE-379,CWE-379,CWE-379,,,True,True,1.0,1.0,1.0
CVE-2021-42714,True,True,CWE-379,CWE-379,CWE-379,,,True,True,1.0,1.0,1.0
CVE-2021-42724,True,True,CWE-788,CWE-788,CWE-788,,,True,True,1.0,1.0,1.0
CVE-2021-42725,True,True,CWE-788,CWE-788,CWE-788,,,True,True,1.0,1.0,1.0
CVE-2021-42727,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-42728,True,True,CWE-120,CWE-120,CWE-120,,,True,True,1.0,1.0,1.0
CVE-2021-42729,True,True,CWE-788,CWE-788,CWE-788,,,True,True,1.0,1.0,1.0
CVE-2021-42730,True,True,CWE-788,CWE-788,CWE-788,,,True,True,1.0,1.0,1.0
CVE-2021-42739,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-42748,True,True,CWE-425,CWE-425,CWE-425,,,True,True,1.0,1.0,1.0
CVE-2021-42756,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-42757,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-42759,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-42760,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2021-4277,True,True,CWE-341,CWE-341,CWE-341,,,True,True,1.0,1.0,1.0
CVE-2021-42781,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-42782,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-42786,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-42808,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2021-42848,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2021-42849,True,True,CWE-1393,CWE-1393,CWE-1393,,,True,True,1.0,1.0,1.0
CVE-2021-4287,True,True,CWE-59,CWE-59,CWE-59,,,True,True,1.0,1.0,1.0
CVE-2021-42872,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-42875,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-42884,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-42885,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-42888,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-42889,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2021-42890,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-42891,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2021-42893,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2021-42913,True,True,CWE-256,CWE-256,CWE-256,,,True,True,1.0,1.0,1.0
CVE-2021-4294,True,True,CWE-208,CWE-208,CWE-208,,,True,True,1.0,1.0,1.0
CVE-2021-42949,True,True,CWE-1391,CWE-1391,CWE-1391,,,True,True,1.0,1.0,1.0
CVE-2021-43033,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-4304,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2021-43071,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43073,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-43074,True,True,CWE-347,CWE-347,CWE-347,,,True,True,1.0,1.0,1.0
CVE-2021-43075,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-43076,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2021-43077,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2021-43116,True,True,CWE-1394,CWE-1394,CWE-1394,,,True,True,1.0,1.0,1.0
CVE-2021-43129,True,True,CWE-472,CWE-472,CWE-472,,,True,True,1.0,1.0,1.0
CVE-2021-4314,True,True,CWE-807,CWE-807,CWE-807,,,True,True,1.0,1.0,1.0
CVE-2021-4315,True,True,CWE-1336,CWE-1336,CWE-1336,,,True,True,1.0,1.0,1.0
CVE-2021-43204,True,True,CWE-664,CWE-664,CWE-664,,,True,True,1.0,1.0,1.0
CVE-2021-43215,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-43267,True,True,CWE-1284,CWE-1284,CWE-1284,,,True,True,1.0,1.0,1.0
CVE-2021-43270,True,True,CWE-319,CWE-319,CWE-319,,,True,True,1.0,1.0,1.0
CVE-2021-4329,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2021-43299,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-43300,True,True,CWE-121;CWE-125,CWE-125;CWE-121,,CWE-121;CWE-125,CWE-125;CWE-121,False,False,0.0,0.0,0
CVE-2021-43301,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-43304,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43305,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43306,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-43307,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-43308,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-43309,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-4331,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2021-43311,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43312,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43313,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43314,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43315,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43316,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43317,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43395,True,True,CWE-833,CWE-833,CWE-833,,,True,True,1.0,1.0,1.0
CVE-2021-43404,True,True,CWE-138,CWE-138,CWE-138,,,True,True,1.0,1.0,1.0
CVE-2021-43405,True,True,CWE-138,CWE-138,CWE-138,,,True,True,1.0,1.0,1.0
CVE-2021-43414,True,True,CWE-1390,CWE-1390,CWE-1390,,,True,True,1.0,1.0,1.0
CVE-2021-43415,True,True,CWE-183,CWE-183,CWE-183,,,True,True,1.0,1.0,1.0
CVE-2021-43444,True,True,CWE-1394,CWE-1394,CWE-1394,,,True,True,1.0,1.0,1.0
CVE-2021-43445,True,True,CWE-1394,CWE-1394,CWE-1394,,,True,True,1.0,1.0,1.0
CVE-2021-43447,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2021-43453,True,True,CWE-125;CWE-122,CWE-125;CWE-122,,CWE-125;CWE-122,CWE-125;CWE-122,False,False,0.0,0.0,0
CVE-2021-43522,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-43527,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43529,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-43536,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2021-43537,True,True,CWE-190;CWE-704;CWE-122,CWE-704;CWE-190;CWE-122,,CWE-190;CWE-704;CWE-122,CWE-704;CWE-190;CWE-122,False,False,0.0,0.0,0
CVE-2021-43548,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-43550,True,True,CWE-327,CWE-327,CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-43556,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-43579,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-43588,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-43615,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-43754,True,True,CWE-788,CWE-788,CWE-788,,,True,True,1.0,1.0,1.0
CVE-2021-43755,True,True,CWE-788,CWE-788,CWE-788,,,True,True,1.0,1.0,1.0
CVE-2021-43756,True,True,CWE-788,CWE-788,CWE-788,,,True,True,1.0,1.0,1.0
CVE-2021-43762,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-43774,True,True,CWE-327,CWE-327,CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-43799,True,True,CWE-338;CWE-335,CWE-335;CWE-338,,CWE-338;CWE-335,CWE-335;CWE-338,False,False,0.0,0.0,0
CVE-2021-43802,True,True,CWE-1287;CWE-790,CWE-790;CWE-1287,,CWE-1287;CWE-790,CWE-790;CWE-1287,False,False,0.0,0.0,0
CVE-2021-43820,True,True,CWE-639,CWE-639,CWE-639,,,True,True,1.0,1.0,1.0
CVE-2021-43838,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-43861,True,True,CWE-138;CWE-79,CWE-79;CWE-138,,CWE-138;CWE-79,CWE-79;CWE-138,False,False,0.0,0.0,0
CVE-2021-43925,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2021-43926,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2021-43927,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2021-43928,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-43929,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2021-43983,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-43989,True,True,CWE-327,CWE-327,CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-43996,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2021-44016,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2021-44018,True,True,CWE-126,CWE-126,CWE-126,,,True,True,1.0,1.0,1.0
CVE-2021-44040,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-44077,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2021-44080,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-44150,True,True,CWE-328,CWE-328,CWE-328,,,True,True,1.0,1.0,1.0
CVE-2021-44151,True,True,CWE-334,CWE-334,CWE-334,,,True,True,1.0,1.0,1.0
CVE-2021-44158,True,True,CWE-1284;CWE-121,CWE-1284;CWE-121,,CWE-1284;CWE-121,CWE-1284;CWE-121,False,False,0.0,0.0,0
CVE-2021-44170,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-44171,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-44196,True,True,CWE-80,CWE-80,CWE-80,,,True,True,1.0,1.0,1.0
CVE-2021-44197,True,True,CWE-80,CWE-80,CWE-80,,,True,True,1.0,1.0,1.0
CVE-2021-44221,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-44354,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44355,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44356,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44357,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44358,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44359,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44360,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44361,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44362,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44363,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44364,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44365,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44366,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44367,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44368,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44369,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44370,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44371,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44372,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44373,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44374,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44375,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44376,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44377,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44378,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44379,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44380,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44381,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44382,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44383,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44384,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44385,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44386,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44387,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44388,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44389,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44390,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44391,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44392,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44393,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44394,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44395,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44396,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44397,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44398,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44399,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44400,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44401,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44402,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44403,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44404,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44405,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44406,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44407,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44408,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44409,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44410,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44411,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44412,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44413,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44414,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44415,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44416,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44417,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44418,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44419,True,True,CWE-1287;CWE-617,CWE-1287;CWE-617,,CWE-1287;CWE-617,CWE-1287;CWE-617,False,False,0.0,0.0,0
CVE-2021-44422,True,True,CWE-787;CWE-122;CWE-20,CWE-20;CWE-122;CWE-787,,CWE-787;CWE-122;CWE-20,CWE-20;CWE-122;CWE-787,False,False,0.0,0.0,0
CVE-2021-44435,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-44454,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-44462,True,True,CWE-126;CWE-787;CWE-20,CWE-20;CWE-787;CWE-126,,CWE-126;CWE-787;CWE-20,CWE-20;CWE-787;CWE-126,False,False,0.0,0.0,0
CVE-2021-44467,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2021-44488,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-44522,True,True,CWE-668,CWE-668,CWE-668,,,True,True,1.0,1.0,1.0
CVE-2021-44523,True,True,CWE-668,CWE-668,CWE-668,,,True,True,1.0,1.0,1.0
CVE-2021-44525,True,True,CWE-288,CWE-288,CWE-288,,,True,True,1.0,1.0,1.0
CVE-2021-44532,True,True,CWE-116;CWE-296;CWE-115,CWE-116;CWE-115;CWE-296,,CWE-116;CWE-296;CWE-115,CWE-115;CWE-116;CWE-296,False,False,0.0,0.0,0
CVE-2021-44538,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-44545,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-44648,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-44676,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2021-44703,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2021-44708,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-44709,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2021-44714,True,True,CWE-356,CWE-356,CWE-356,,,True,True,1.0,1.0,1.0
CVE-2021-44717,True,True,CWE-404,CWE-404,CWE-404,,,True,True,1.0,1.0,1.0
CVE-2021-44719,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2021-44733,True,True,CWE-366;CWE-416,CWE-366;CWE-416,,CWE-366;CWE-416,CWE-366;CWE-416,False,False,0.0,0.0,0
CVE-2021-44734,True,True,CWE-94;CWE-20,CWE-20;CWE-94,,CWE-94;CWE-20,CWE-20;CWE-94,False,False,0.0,0.0,0
CVE-2021-44769,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-44776,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2021-44828,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-44837,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2021-44838,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2021-44847,True,True,CWE-682;CWE-121,CWE-682;CWE-121,,CWE-682;CWE-121,CWE-682;CWE-121,False,False,0.0,0.0,0
CVE-2021-44850,True,True,CWE-345;CWE-119,CWE-345;CWE-119,,CWE-345;CWE-119,CWE-345;CWE-119,False,False,0.0,0.0,0
CVE-2021-44852,True,True,CWE-782,CWE-782,CWE-782,,,True,True,1.0,1.0,1.0
CVE-2021-44854,True,True,CWE-524,CWE-524,CWE-524,,,True,True,1.0,1.0,1.0
CVE-2021-44886,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
